species_id,name,national_dex,sprite_index,image,confidence,note
lopunny,Lopunny,428,481,assets/pokemon-green/pokemon/0481/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lopunnymega,Lopunny-Mega,428,481,assets/pokemon-green/pokemon/0481/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
mismagius,Mismagius,429,482,assets/pokemon-green/pokemon/0482/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
honchkrow,Honchkrow,430,483,assets/pokemon-green/pokemon/0483/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
glameow,Glameow,431,484,assets/pokemon-green/pokemon/0484/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
purugly,Purugly,432,485,assets/pokemon-green/pokemon/0485/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chingling,Chingling,433,486,assets/pokemon-green/pokemon/0486/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
stunky,Stunky,434,487,assets/pokemon-green/pokemon/0487/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skuntank,Skuntank,435,488,assets/pokemon-green/pokemon/0488/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bronzor,Bronzor,436,489,assets/pokemon-green/pokemon/0489/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bronzong,Bronzong,437,490,assets/pokemon-green/pokemon/0490/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
bonsly,Bonsly,438,491,assets/pokemon-green/pokemon/0491/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mimejr,Mime Jr.,439,492,assets/pokemon-green/pokemon/0492/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
happiny,Happiny,440,493,assets/pokemon-green/pokemon/0493/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
chatot,Chatot,441,494,assets/pokemon-green/pokemon/0494/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
spiritomb,Spiritomb,442,495,assets/pokemon-green/pokemon/0495/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gible,Gible,443,496,assets/pokemon-green/pokemon/0496/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gabite,Gabite,444,497,assets/pokemon-green/pokemon/0497/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
garchomp,Garchomp,445,498,assets/pokemon-green/pokemon/0498/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
garchompmega,Garchomp-Mega,445,498,assets/pokemon-green/pokemon/0498/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
garchompmegaz,Garchomp-Mega-Z,445,498,assets/pokemon-green/pokemon/0498/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
munchlax,Munchlax,446,499,assets/pokemon-green/pokemon/0499/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
riolu,Riolu,447,500,assets/pokemon-green/pokemon/0500/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lucario,Lucario,448,501,assets/pokemon-green/pokemon/0501/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lucariomega,Lucario-Mega,448,501,assets/pokemon-green/pokemon/0501/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
lucariomegaz,Lucario-Mega-Z,448,501,assets/pokemon-green/pokemon/0501/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
hippopotas,Hippopotas,449,502,assets/pokemon-green/pokemon/0502/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hippowdon,Hippowdon,450,503,assets/pokemon-green/pokemon/0503/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skorupi,Skorupi,451,504,assets/pokemon-green/pokemon/0504/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
drapion,Drapion,452,505,assets/pokemon-green/pokemon/0505/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
croagunk,Croagunk,453,506,assets/pokemon-green/pokemon/0506/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
toxicroak,Toxicroak,454,507,assets/pokemon-green/pokemon/0507/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
carnivine,Carnivine,455,508,assets/pokemon-green/pokemon/0508/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
finneon,Finneon,456,509,assets/pokemon-green/pokemon/0509/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lumineon,Lumineon,457,510,assets/pokemon-green/pokemon/0510/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mantyke,Mantyke,458,511,assets/pokemon-green/pokemon/0511/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
snover,Snover,459,512,assets/pokemon-green/pokemon/0512/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
abomasnow,Abomasnow,460,513,assets/pokemon-green/pokemon/0513/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
abomasnowmega,Abomasnow-Mega,460,513,assets/pokemon-green/pokemon/0513/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
weavile,Weavile,461,514,assets/pokemon-green/pokemon/0514/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
magnezone,Magnezone,462,515,assets/pokemon-green/pokemon/0515/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lickilicky,Lickilicky,463,516,assets/pokemon-green/pokemon/0516/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rhyperior,Rhyperior,464,517,assets/pokemon-green/pokemon/0517/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tangrowth,Tangrowth,465,518,assets/pokemon-green/pokemon/0518/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
electivire,Electivire,466,519,assets/pokemon-green/pokemon/0519/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
magmortar,Magmortar,467,520,assets/pokemon-green/pokemon/0520/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
togekiss,Togekiss,468,521,assets/pokemon-green/pokemon/0521/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
yanmega,Yanmega,469,522,assets/pokemon-green/pokemon/0522/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
leafeon,Leafeon,470,523,assets/pokemon-green/pokemon/0523/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
glaceon,Glaceon,471,524,assets/pokemon-green/pokemon/0524/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gliscor,Gliscor,472,525,assets/pokemon-green/pokemon/0525/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mamoswine,Mamoswine,473,526,assets/pokemon-green/pokemon/0526/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
porygonz,Porygon-Z,474,527,assets/pokemon-green/pokemon/0527/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gallade,Gallade,475,528,assets/pokemon-green/pokemon/0528/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
gallademega,Gallade-Mega,475,528,assets/pokemon-green/pokemon/0528/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
probopass,Probopass,476,529,assets/pokemon-green/pokemon/0529/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dusknoir,Dusknoir,477,530,assets/pokemon-green/pokemon/0530/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
froslass,Froslass,478,531,assets/pokemon-green/pokemon/0531/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
froslassmega,Froslass-Mega,478,531,assets/pokemon-green/pokemon/0531/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rotom,Rotom,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
rotomfan,Rotom-Fan,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rotomfrost,Rotom-Frost,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rotomheat,Rotom-Heat,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rotommow,Rotom-Mow,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
rotomwash,Rotom-Wash,479,532,assets/pokemon-green/pokemon/0532/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
uxie,Uxie,480,533,assets/pokemon-green/pokemon/0533/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
mesprit,Mesprit,481,534,assets/pokemon-green/pokemon/0534/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
azelf,Azelf,482,535,assets/pokemon-green/pokemon/0535/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dialga,Dialga,483,536,assets/pokemon-green/pokemon/0536/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
dialgaorigin,Dialga-Origin,483,536,assets/pokemon-green/pokemon/0536/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
palkia,Palkia,484,537,assets/pokemon-green/pokemon/0537/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
palkiaorigin,Palkia-Origin,484,537,assets/pokemon-green/pokemon/0537/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
heatran,Heatran,485,538,assets/pokemon-green/pokemon/0538/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
heatranmega,Heatran-Mega,485,538,assets/pokemon-green/pokemon/0538/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
regigigas,Regigigas,486,539,assets/pokemon-green/pokemon/0539/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
giratina,Giratina,487,540,assets/pokemon-green/pokemon/0540/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
giratinaorigin,Giratina-Origin,487,540,assets/pokemon-green/pokemon/0540/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
cresselia,Cresselia,488,541,assets/pokemon-green/pokemon/0541/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
phione,Phione,489,542,assets/pokemon-green/pokemon/0542/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
manaphy,Manaphy,490,543,assets/pokemon-green/pokemon/0543/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
darkrai,Darkrai,491,544,assets/pokemon-green/pokemon/0544/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
darkraimega,Darkrai-Mega,491,544,assets/pokemon-green/pokemon/0544/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
shaymin,Shaymin,492,545,assets/pokemon-green/pokemon/0545/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
shayminsky,Shaymin-Sky,492,545,assets/pokemon-green/pokemon/0545/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceus,Arceus,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
arceusbug,Arceus-Bug,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusdark,Arceus-Dark,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusdragon,Arceus-Dragon,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceuselectric,Arceus-Electric,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusfairy,Arceus-Fairy,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusfighting,Arceus-Fighting,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusfire,Arceus-Fire,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusflying,Arceus-Flying,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusghost,Arceus-Ghost,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusgrass,Arceus-Grass,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusground,Arceus-Ground,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusice,Arceus-Ice,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceuspoison,Arceus-Poison,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceuspsychic,Arceus-Psychic,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceusrock,Arceus-Rock,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceussteel,Arceus-Steel,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
arceuswater,Arceus-Water,493,546,assets/pokemon-green/pokemon/0546/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
victini,Victini,494,547,assets/pokemon-green/pokemon/0547/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
snivy,Snivy,495,548,assets/pokemon-green/pokemon/0548/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
